0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24
2.481104546215453,2.46780367997402,1.8483743630153,-1.4938271693145377,-1.325761333499779,0.853640684254481,1.315945280177965,-0.02946676118914739,-2.0866944490743227,0.25601192741477563,0.4035484727246419,2.704171311516301,0.3551120293806321,1.5533626103628522,-2.474547742960406,1.1075838432081984,-1.53182697506058,-0.7132285260624799,-2.5721950768510458,2.1431808037619193,0.3959117938557746,0.6042631237858922,2.503180025813076,-1.774567691281499,-0.9830490259452624
-0.6156101965997102,-0.38130448726492205,0.4462231952932891,0.9757137055418831,1.0261621428641892,0.9170505731946433,-1.0385336442733482,1.046049072289423,0.30418778930969087,1.0142710268107535,-1.0733051446300965,-0.3409094703954058,1.0022945784985993,-0.9949609897312593,-0.08379054352725891,-0.9634052021595066,-0.2734185054194892,1.0781650625825057,0.2906066787731316,0.4076219628286416,-1.0588948230664146,-1.0734105685947166,-0.4828750678484793,-0.6230826393129827,1.0586523673909507
-0.803945881627886,-0.7096840102514052,0.00638579610243382,0.8203343507673299,1.0275782806055105,0.6683829519972416,-0.988515092686994,0.9172060405690311,0.7245021622385771,0.8701958285453406,-0.9470257836080959,-0.5423570856680283,0.7518454763555238,-1.011531876016004,0.2772886666737764,-0.7049745829352443,-0.4338557329338548,0.9507273078452453,0.6096147272827241,0.2555843672971906,-0.9894587375791563,-0.985427881731952,-0.4691980403166531,-0.4171276208043567,1.0219670302502604
-0.9636619223959269,-0.7591524126365062,0.20845221698300803,1.1602638852053972,1.304425148257539,0.9333561931829681,-1.289428928347783,1.1973027003211065,0.7018463619336899,1.1375482025279806,-1.2481281040614236,-0.647347536056713,1.0575003378633232,-1.2851486189054824,0.2135240189068681,-1.0692470062630548,-0.3577339802201892,1.2668194527957135,0.6481685784866693,0.3143488178579505,-1.263002020119464,-1.2790108636546391,-0.6872270027718903,-0.5609661853724046,1.3070631331941862
-0.49648416184932165,-0.3250048123981849,0.36657984041519276,0.771032750772234,0.8718702261246348,0.8043824818997933,-0.8683466496907978,0.9145752590155564,0.3005843614046992,0.8949927153516565,-0.9219411644933957,-0.2388819010133301,0.8572840413066717,-0.8367991342382951,-0.08991160743279186,-0.7480266002694512,-0.37191237469228355,0.9109125549175977,0.23437904107768265,0.4313062739983589,-0.9260644698439171,-0.9236228008155318,-0.31426214982086514,-0.5938492849489907,0.906915761376074
-1.0923936920159327,-1.017011705949173,-0.18648364520548064,0.9811094248084018,1.2517431823050205,0.6731668642462473,-1.1934320636567306,1.031724464899394,1.0390228714550156,0.9602862460632198,-1.0842671630515743,-0.8031008828719245,0.7925370714443977,-1.247462566520656,0.5247053153869087,-0.8042925130888554,-0.47052343632413485,1.1026620628171886,0.9036985274598056,0.15899424885507382,-1.146996427385671,-1.1474605071679589,-0.6562452217770285,-0.3499336316440234,1.2199646296188833
-0.5956914800134661,-0.3292166440989903,0.5625728603451783,1.0383447797354124,1.08077829147429,1.0318521136193386,-1.0993990291772722,1.1413899974518031,0.24464491420388032,1.114377994545138,-1.1629691796771864,-0.29330915796158213,1.1139359600093501,-1.0409813587576504,-0.17625045088263494,-1.0430458556478064,-0.31047355070463784,1.1620436632446491,0.2301044478279312,0.4985408346839252,-1.1419689921133436,-1.1552370948593842,-0.47183902767829417,-0.7289763582728038,1.1265633991876578
-0.6633526100319912,-0.5891855037922075,0.024203077714953513,0.6805830026023454,0.8796697876977244,0.5999367815223949,-0.8417610533924005,0.8063619122709884,0.6183351264100495,0.7709221525957413,-0.8233798073900697,-0.4258191989652165,0.6611538900694485,-0.8605228422507106,0.20664563597802152,-0.5811198026403936,-0.4361227092574911,0.8185875271250586,0.4968683368077635,0.272595532421165,-0.8650965220688244,-0.8548905296904002,-0.3516388939969316,-0.40314192051064285,0.8810053633949452
-1.151848244175605,-0.9462372030876276,0.11340060382752458,1.2916331901025075,1.4630582327717443,0.958530456972258,-1.4399509177849885,1.289026619797693,0.8833125001156786,1.212995869580706,-1.3565398541853528,-0.8159698279747469,1.1093012642876334,-1.4511574501517828,0.3561785481569401,-1.1673303499766619,-0.36142941717388705,1.3865446447443486,0.8274597463418719,0.2555918563441999,-1.3796416559911644,-1.401337082548023,-0.8260364726377174,-0.5291230526827642,1.4503127794327637
-0.2725742220422546,-0.08792592927924407,0.5205782682407627,0.6463577183848113,0.7064160726708448,0.813593624906939,-0.7160748409003688,0.8390947359149346,0.06306321361859843,0.8394330725437842,-0.8266126405718073,-0.030398467065321354,0.8363482884516833,-0.6605526613872997,-0.2875795414570767,-0.6696125843679614,-0.36623682934202856,0.8019004347271436,0.004796276033149161,0.5235780611396477,-0.8170499130934877,-0.8090787444274671,-0.15844680061996338,-0.6622570659170118,0.763401610013826
-1.2819284840472813,-1.273915691114449,-0.4509357864782804,0.9736614369305175,1.333266836929123,0.5626985638097086,-1.2460142974733324,1.0141170512135118,1.3368300710256198,0.9266216460007403,-1.0769934492607691,-0.9899930706092469,0.6954625117092638,-1.3405115490918398,0.7757768399421758,-0.7296184210299486,-0.5463368206004671,1.1011289546913976,1.1525080771257166,0.05116584569135644,-1.1713015249706216,-1.1660674977247285,-0.7237002740578872,-0.23002155513857572,1.2746296360384566
-0.26703170515245805,0.049052135880753016,0.872789917387633,0.9209511870642464,0.8848736064089436,1.1245533884269003,-0.9304526895465421,1.0982711696604623,-0.14988527562736595,1.1014969394748946,-1.0910873870780278,0.028021407350002088,1.165934942602891,-0.8253181232756746,-0.5234449324123798,-1.0075970141598014,-0.2958345704655342,1.0699805392427095,-0.14040138310662661,0.6775975839467925,-1.0415830798421213,-1.0496276836821734,-0.26422034900047436,-0.8900999702336474,0.9701459185675352
-0.7989356747534213,-0.8287317924835492,-0.31594924959561455,0.556031752574343,0.8567502158693153,0.3831886255001629,-0.7834545921414726,0.6772016634773206,0.9180093240388164,0.6289245732056317,-0.6998718488130763,-0.5844208761537224,0.44643859710744704,-0.8521693620416266,0.48727381997900904,-0.38225016039568327,-0.5128267426771572,0.6982614553954606,0.7351708771870868,0.12450392193180577,-0.780478090192502,-0.75995132710575,-0.35642021423228015,-0.21482015997606013,0.8264161024165884
-0.583757593254662,-0.17667780240605493,0.9322086533746271,1.3238884956198003,1.2534127972588278,1.3432594241708984,-1.3124195623307489,1.3953554233948282,0.0056534613888291054,1.3707223361630851,-1.4247465065148373,-0.2337587119389961,1.4469879364721407,-1.2009899553355838,-0.4229166642843427,-1.3984048440241021,-0.20757956581423834,1.4301045727430213,0.07261287091383715,0.6414933916126073,-1.3587234037586025,-1.3912650016751869,-0.5922915867015992,-0.9503147366275327,1.327532867577195
