,x,y,z
0,0.1,0.0,0.0
1,-8.108130754263879,-9.397718709854294,25.596863302404028
2,-7.770574437869279,-6.947701233429627,27.227856064585048
3,-9.626557508754269,-9.956551341697622,28.009895417789433
4,-7.298392005281444,-7.855506256368579,24.74959357318219
5,-8.900155718680404,-7.4136510113444505,29.311692785186125
6,-8.767816334784262,-10.36064589501896,25.128603158401233
7,-6.899824455162131,-6.038072151575882,26.314064375989286
8,-10.437711981186478,-10.523205848263434,29.36200712947471
9,-6.548617897621646,-7.557989989983065,23.05948736150065
10,-9.133478125729834,-6.502634755913511,30.822379463693252
11,-8.09371153659535,-10.695205165649005,22.490742867052
12,-6.352755395509338,-4.015079789400669,27.645332561519492
13,-10.214534150568893,-13.574894877270683,24.574840716921557
14,-4.430301736208701,-2.90469325595047,24.805228590470463
15,-10.026465112312465,-14.894478713351774,21.673259286715282
16,-4.793060589991013,0.19891661010027054,29.35904273916623
17,1.7010511606783558,2.9839258484542004,17.871597677261462
18,0.31419029081042804,0.5860358671409073,8.676198119969257
19,-10.421506279359859,-13.084429578577469,26.074265598134875
20,-4.810343125094618,-4.11496305829439,23.874598595760105
21,-12.195371989638698,-14.205854111481562,29.479515772004653
22,-3.2396818271193046,-2.589615426532135,22.20897985724252
23,-8.337709295657634,-13.793002471197306,16.864604795298877
24,-14.85061834022156,-22.16082764659438,26.93099799701954
25,3.1057954666317142,2.4400415836733966,22.105677324636304
26,7.382347889398429,12.512745500039223,15.309615217889593
27,-4.903699137544276,-9.70463631748281,7.013968728046317
28,6.107087573390064,3.2550176758745324,28.034968239661183
29,8.90644446668045,13.050203642479818,20.976330819789855
30,5.120376131232332,1.2184267065193866,28.419889548409166
31,2.3256687468706403,3.781761060310451,13.779692080795622
32,-11.2959951611832,-18.250624185230436,20.283272651196476
33,6.603964794329138,-1.3704617537971737,33.38050990003686
34,0.9987785031636705,2.084429900741743,18.448157424718268
35,-3.9157813307560985,-7.0382230207193865,11.376155081338188
36,13.680429630339855,8.786551565062299,38.34831263044917
37,15.605443017695618,6.717757941837757,43.83253198145284
38,-5.14073355356507,-7.083811844066474,19.05131942491436
39,-11.216638060501271,-6.282681498526304,35.339056765642304
40,-1.8988191185735293,-2.230735294049978,17.916528783150905
41,2.09743243464242,3.8931290194536636,9.504429237140968
42,-12.200020956190532,-8.235782875805032,35.687151546997455
