0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,label
-1.4317673384159824,2.1030140266822768,-1.2707757428999733,-2.211933028813755,2.469861675665843,-0.17472092032071043,-1.0634308442584464,0.6385654017938975,2.0698865076070825,2.650391083280788,2.333347893521808,-0.8888001836838128,-0.8557353565936644,-0.00060154394210303,2.0556623292181664,-0.5672095517233078,-2.3262158636474437,-1.3376785487850702,1.7164430629843195,0.6079490578090182,-1.9400726858165005,-0.3648687553084304,2.5486676368185823,1.099904113475772,-1.8504150248309312,0
-0.7020314378800072,0.42756725465308176,0.20069802971769113,0.7420887365723743,-0.22677228735472718,1.0601834687066678,1.057849232835434,0.957608824596141,-0.8419697411639654,-0.47660647241522464,0.28332823529289375,-0.9099366303092579,1.0722465885685681,1.0362830545021042,-0.20174383166884596,0.5614275437284187,0.7348172884520429,-0.7899191931152344,-0.9643124949545837,0.9662914010845995,0.9120319299520673,1.0726689083516974,-0.2076452146768735,-1.0571305308849306,0.5595302416436273,0
-0.31737991919860803,0.06780188303877697,0.6848843794222989,0.6747582330100764,-0.5936543262267874,0.9272221107506028,0.9191402912254997,0.7760498367921355,-0.785510324598551,-0.6028589937551543,-0.05689247750934915,-0.6818708993888953,0.9288612879750191,0.7839021607575207,-0.03706566298556426,0.11704100892454895,0.7368186179983618,-0.5227066069433319,-0.8950262390272893,0.7321447254573091,0.896722216157122,0.9014451982610263,-0.22674658943465012,-1.0057307015406072,0.9153646326662547,0
-0.5689161718552446,0.22080182553443425,0.5774779611486852,0.9584492961734286,-0.5937549383813245,1.2184076196672293,1.250884258144299,1.0305583782411185,-1.079810192557551,-0.7665170511853198,0.04689751758462951,-0.9350431407354317,1.2566504811935846,1.1131159504453312,-0.23954706204310747,0.4506859401667806,0.9944742808681445,-0.747286359302493,-1.2056249823534202,1.0121765263656923,1.1829156099073392,1.2198172563701113,-0.37386825527415884,-1.3018274530559986,0.9645278901025995,0
-0.59602080931035,0.38579298011153146,0.26498836976770457,0.5490126905487667,-0.19536936669127647,0.9191548749274661,0.8719317260681075,0.8508328407479566,-0.650300336821583,-0.34295179481636406,0.2712575945240635,-0.8057328920420307,0.8938156840364408,0.8703523249038644,-0.034746174562916156,0.352404643304588,0.5574092458080222,-0.7065173674583365,-0.7753555078672095,0.8416272796021489,0.7327875587665648,0.9098889639252578,-0.07069223760257594,-0.8954487570957012,0.5259015137176787,0
-0.20650913697601295,-0.10755317828759679,0.9709077348521973,0.8675448765542769,-0.8922142801753675,1.0490617805569844,1.0795993156149215,0.8242980702900157,-0.9918450488515362,-0.8521947912753011,-0.2578378008158408,-0.6922068399219761,1.080053432770616,0.845712567173339,-0.09803649995571674,0.05279393380450846,0.9617318859454201,-0.47744664565954614,-1.099071332792741,0.7619769638940238,1.1246787068737671,1.0186615666150012,-0.3856844440982847,-1.2029847339496005,1.233202051221986,0
-0.8248480914035273,0.5397155453457047,0.1431912291485107,0.762878366102055,-0.1585523402782578,1.1541063072933897,1.1341121261098954,1.0646633495070288,-0.8725212968190421,-0.44830273445844315,0.3867480123063247,-1.022856804953291,1.1543319167861088,1.1435989301102214,-0.19228899084664625,0.638359106448769,0.745880423364736,-0.906254896497997,-1.0130386369602542,1.0785943765169546,0.9467420550123389,1.1674936837799845,-0.17055341280789646,-1.1239974784897901,0.5314553536486301,0
-0.29367931304049144,0.0907341990297665,0.6084483977463645,0.5384096551611189,-0.4885058360408247,0.8112397635891737,0.7806914898311896,0.6945925170097672,-0.6413007404386069,-0.4760121958019913,-0.012903984530708092,-0.6142119567023673,0.7943956366398837,0.6803369508657512,0.031145477494920658,0.059851981319540136,0.5952602620121736,-0.48166394109364385,-0.7469814287176411,0.6512555836621836,0.74629923589973,0.780853141904082,-0.13702497682206616,-0.8625654153140959,0.7898931380130081,0
-0.5261723842869258,0.12886271070761648,0.7300642218096208,1.1055461403779814,-0.7709632552242464,1.3160913571993753,1.3788396573573742,1.0796457662745849,-1.234625935643089,-0.9346413916481714,-0.06540536803427592,-0.9618446361410115,1.3779684616516117,1.1808873985505706,-0.30524327251830446,0.45306209331414876,1.1571114093496428,-0.7382057649947716,-1.3588985715670752,1.053983544174182,1.348009250721938,1.3188311768592205,-0.49023492963760107,-1.4464547127126104,1.1538958489189262,0
-0.6900455583813424,0.5309659933374511,0.056390957574856716,0.39343390113987814,0.03615561666420317,0.8369928652491858,0.7528653864857042,0.8281031198041217,-0.48749604483368764,-0.14315935446703124,0.4362106793563966,-0.8115927298615866,0.7835696710409045,0.8308926396587084,0.030930616277642035,0.39035907455582697,0.3786752370373013,-0.7551761303751209,-0.6186593666715109,0.8310190711784804,0.5570730190260427,0.8285878191292448,0.06727623653399128,-0.751021726209318,0.2895840392985122,0
